SurveyID,SpeciesID,Sizeclass,Method,Abundance,Family,Class,CURRENT_TAXONOMIC_NAME,TempTrop_23cutoff
6002001,935,10,1,2,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002001,935,12.5,1,7,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002001,939,2.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,939,15,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,939,20,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,940,5,1,22,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002001,942,7.5,1,15,Labridae,Actinopterygii,Coris auricularis,temperate
6002001,942,12.5,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002001,942,15,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6002001,942,25,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002001,944,12.5,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002001,944,15,1,4,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002001,957,12.5,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6002001,962,25,1,1,Plesiopidae,Actinopterygii,Paraplesiops meleagris,temperate
6002001,974,7.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,15,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,1012,20,1,1,Labridae,Actinopterygii,Anampses geographicus,tropical
6002001,2007,20,1,1,Labridae,Actinopterygii,Bodianus frenchii,temperate
6002001,2007,25,1,1,Labridae,Actinopterygii,Bodianus frenchii,temperate
6002001,2271,25,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002001,35,15,1,3,Pempherididae,Actinopterygii,Pempheris multiradiata,temperate
6002001,177,7.5,1,3,Carangidae,Actinopterygii,Trachurus novaezelandiae,temperate
6002001,916,7.5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002001,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002001,916,12.5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002001,932,5,1,105,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002001,935,10,1,5,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002001,935,12.5,1,23,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002001,935,15,1,10,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002001,936,5,1,3,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6002001,936,7.5,1,1,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6002001,939,10,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,939,12.5,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,939,15,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,939,20,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002001,940,5,1,10,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002001,942,10,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002001,942,12.5,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002001,944,12.5,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002001,957,7.5,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6002001,957,10,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6002001,958,12.5,1,10,Monodactylidae,Actinopterygii,Schuettea woodwardi,temperate
6002001,974,7.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,10,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,12.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,15,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002001,979,25,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002001,1012,10,1,2,Labridae,Actinopterygii,Anampses geographicus,tropical
6002001,2271,25,1,2,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002002,35,15,1,1,Pempherididae,Actinopterygii,Pempheris multiradiata,temperate
6002002,35,20,1,1,Pempherididae,Actinopterygii,Pempheris multiradiata,temperate
6002002,40,35,1,1,Scorpididae,Actinopterygii,Scorpis aequipinnis,temperate
6002002,43,20,1,2,Enoplosidae,Actinopterygii,Enoplosus armatus,temperate
6002002,51,87.5,1,1,Cheilodactylidae,Actinopterygii,Dactylophora nigricans,temperate
6002002,91,35,1,1,Monacanthidae,Actinopterygii,Meuschenia hippocrepis,temperate
6002002,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002002,916,12.5,1,4,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002002,916,15,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002002,931,7.5,1,30,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6002002,931,10,1,32,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6002002,932,7.5,1,60,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002002,932,10,1,75,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002002,935,12.5,1,70,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002002,935,15,1,60,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002002,939,20,1,6,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002002,939,25,1,5,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002002,940,10,1,15,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002002,940,12.5,1,15,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002002,942,12.5,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002002,942,30,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002002,944,20,1,3,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002002,957,20,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6002002,958,15,1,5,Monodactylidae,Actinopterygii,Schuettea woodwardi,temperate
6002002,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002002,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002002,974,30,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002002,1010,25,1,1,Labridae,Actinopterygii,Thalassoma lutescens,tropical
6002002,1012,10,1,1,Labridae,Actinopterygii,Anampses geographicus,tropical
6002002,2271,30,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002002,2271,35,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002002,3468,2.5,1,2000,(blank),Actinopterygii,Clupeiformes spp.,temperate
6002002,35,15,1,4,Pempherididae,Actinopterygii,Pempheris multiradiata,temperate
6002002,43,25,1,2,Enoplosidae,Actinopterygii,Enoplosus armatus,temperate
6002002,51,62.5,1,1,Cheilodactylidae,Actinopterygii,Dactylophora nigricans,temperate
6002002,57,15,1,1,Labridae,Actinopterygii,Pictilabrus laticlavius,temperate
6002002,916,7.5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002002,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6002002,931,7.5,1,14,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6002002,931,10,1,12,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6002002,932,5,1,11,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002002,932,7.5,1,62,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002002,935,12.5,1,21,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002002,939,15,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002002,939,20,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002002,939,25,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002002,940,10,1,17,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002002,942,10,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002002,942,20,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002002,944,15,1,3,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002002,944,20,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002002,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002002,974,20,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002002,1010,20,1,1,Labridae,Actinopterygii,Thalassoma lutescens,tropical
6002002,2007,7.5,1,3,Labridae,Actinopterygii,Bodianus frenchii,temperate
6002002,2007,10,1,5,Labridae,Actinopterygii,Bodianus frenchii,temperate
6002002,2270,20,1,1,Labridae,Actinopterygii,Heteroscarus acroptilus,temperate
6002002,2270,25,1,1,Labridae,Actinopterygii,Heteroscarus acroptilus,temperate
6002010,34,15,1,1,Mullidae,Actinopterygii,Upeneichthys vlamingii,temperate
6002010,939,10,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002010,942,10,1,6,Labridae,Actinopterygii,Coris auricularis,temperate
6002010,942,12.5,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002010,942,15,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002010,942,20,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002010,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002010,979,20,1,2,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002010,1613,7.5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002010,939,20,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002010,947,20,1,1,Monacanthidae,Actinopterygii,Meuschenia galii,temperate
6002010,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002010,979,30,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002010,1613,5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002011,38,25,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,35,1,3,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,40,1,2,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,50,1,3,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,62.5,1,5,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,87.5,1,13,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,64,15,1,1,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6002011,105,50,1,1,Parascylliidae,Chondrichthyes,Parascyllium variolatum,temperate
6002011,126,12.5,1,1,Monacanthidae,Actinopterygii,Scobinichthys granulatus,temperate
6002011,145,20,1,1,Labridae,Actinopterygii,Scarus ghobban,tropical
6002011,932,7.5,1,56,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002011,939,5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,20,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,25,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,30,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,940,10,1,15,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002011,942,5,1,6,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,7.5,1,12,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,10,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,12.5,1,7,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,20,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,25,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,30,1,4,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,35,1,4,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,40,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,50,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,62.5,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,944,25,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002011,944,30,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002011,962,35,1,1,Plesiopidae,Actinopterygii,Paraplesiops meleagris,temperate
6002011,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,30,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,35,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,40,1,3,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,50,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,976,30,1,1,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6002011,976,35,1,3,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6002011,976,40,1,3,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6002011,976,50,1,3,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6002011,976,62.5,1,1,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6002011,981,30,1,1,Apogonidae,Actinopterygii,Apogon victoriae,temperate
6002011,983,15,1,3,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,983,25,1,2,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,983,30,1,11,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,983,35,1,15,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,983,40,1,4,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,1613,15,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002011,38,20,1,6,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,40,1,25,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,50,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,38,62.5,1,3,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002011,932,2.5,1,70,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6002011,939,12.5,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,15,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,20,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,25,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,939,35,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002011,940,7.5,1,1,Pomacentridae,Actinopterygii,Chromis klunzingeri,temperate
6002011,942,5,1,13,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,7.5,1,35,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,10,1,25,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,12.5,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,30,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,35,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,942,40,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002011,944,12.5,1,2,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6002011,957,15,1,2,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6002011,961,12.5,1,1,Labridae,Actinopterygii,Pictilabrus viridis,temperate
6002011,974,5,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,12.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,15,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,25,1,3,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,974,30,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002011,983,20,1,3,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,983,25,1,3,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,983,30,1,18,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002011,1009,12.5,1,2,Labridae,Actinopterygii,Thalassoma lunare,tropical
6002011,2013,25,1,1,Labridae,Actinopterygii,Thalassoma septemfasciatum,temperate
6002012,34,15,1,1,Mullidae,Actinopterygii,Upeneichthys vlamingii,temperate
6002012,39,25,1,1,Kyphosidae,Actinopterygii,Girella zebra,temperate
6002012,39,30,1,1,Kyphosidae,Actinopterygii,Girella zebra,temperate
6002012,93,7.5,1,1,Monacanthidae,Actinopterygii,Acanthaluteres vittiger,temperate
6002012,93,10,1,3,Monacanthidae,Actinopterygii,Acanthaluteres vittiger,temperate
6002012,93,12.5,1,2,Monacanthidae,Actinopterygii,Acanthaluteres vittiger,temperate
6002012,939,20,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002012,942,5,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,7.5,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,10,1,15,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,12.5,1,23,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,15,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,20,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,25,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,947,12.5,1,1,Monacanthidae,Actinopterygii,Meuschenia galii,temperate
6002012,974,12.5,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002012,974,15,1,3,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002012,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002012,979,30,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002012,983,20,1,6,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002012,983,25,1,15,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002012,983,30,1,2,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002012,1613,2.5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,1613,5,1,18,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,1613,7.5,1,12,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,1613,10,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,1613,12.5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,2271,25,1,2,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002012,935,5,1,150,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6002012,936,2.5,1,2,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6002012,939,12.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002012,942,20,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,25,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,942,30,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002012,952,30,1,1,Cheilodactylidae,Actinopterygii,Cheilodactylus rubrolabiatus,temperate
6002012,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002012,974,20,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002012,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002012,979,40,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002012,983,20,1,2,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002012,983,25,1,1,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002012,1613,2.5,1,5,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,1613,5,1,40,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,1613,7.5,1,20,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002012,2270,20,1,1,Labridae,Actinopterygii,Heteroscarus acroptilus,temperate
6002012,2271,20,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002013,56,10,1,3,Labridae,Actinopterygii,Dotalabrus aurantiacus,temperate
6002013,942,12.5,1,40,Labridae,Actinopterygii,Coris auricularis,temperate
6002013,942,15,1,40,Labridae,Actinopterygii,Coris auricularis,temperate
6002013,942,20,1,40,Labridae,Actinopterygii,Coris auricularis,temperate
6002013,942,25,1,10,Labridae,Actinopterygii,Coris auricularis,temperate
6002013,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002013,983,35,1,1,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002013,983,50,1,1,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002013,1613,5,1,3,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,7.5,1,8,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,10,1,5,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,15,1,2,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,20,1,2,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,25,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1895,10,1,2,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002013,1895,12.5,1,2,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002013,2271,35,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002013,38,20,1,2,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002013,170,12.5,1,1,Labridae,Actinopterygii,Eupetrichthys angustipes,temperate
6002013,942,10,1,36,Labridae,Actinopterygii,Coris auricularis,temperate
6002013,942,12.5,1,30,Labridae,Actinopterygii,Coris auricularis,temperate
6002013,974,12.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002013,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002013,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002013,974,30,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002013,1613,2.5,1,4,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,5,1,2,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,7.5,1,8,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1613,10,1,10,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002013,1731,12.5,1,14,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6002013,1731,15,1,2,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6002013,1895,15,1,8,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002013,1982,20,1,400,Arripidae,Actinopterygii,Arripis georgianus,temperate
6002014,1895,20,1,2,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002014,2271,35,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6002014,974,35,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002014,1895,15,1,1,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002014,1895,20,1,2,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002014,1982,15,1,200,Arripidae,Actinopterygii,Arripis georgianus,temperate
6002015,939,15,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002015,942,7.5,1,15,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,942,10,1,32,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,942,12.5,1,22,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,942,15,1,11,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,942,20,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,957,25,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6002015,983,15,1,1,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002015,983,20,1,17,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6002015,1613,12.5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6002015,1895,5,1,8,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002015,1895,7.5,1,7,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002015,124,12.5,1,1,Tetraodontidae,Actinopterygii,Omegophora armilla,temperate
6002015,942,5,1,10,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,942,7.5,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,942,25,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002015,965,75,1,1,Urolophidae,Chondrichthyes,Trygonoptera ovalis,temperate
6002015,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002016,38,35,1,15,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002016,39,15,1,1,Kyphosidae,Actinopterygii,Girella zebra,temperate
6002016,39,25,1,5,Kyphosidae,Actinopterygii,Girella zebra,temperate
6002016,107,100,1,1,Dasyatididae,Chondrichthyes,Dasyatis brevicaudata,temperate
6002016,939,12.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002016,939,15,1,4,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6002016,942,12.5,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,15,1,7,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,25,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,968,10,1,10,Carangidae,Actinopterygii,Seriola lalandi,temperate
6002016,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002016,974,20,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002016,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002016,979,25,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002016,1731,25,1,1,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6002016,1895,15,1,60,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6002016,1982,15,1,1000,Arripidae,Actinopterygii,Arripis georgianus,temperate
6002016,38,12.5,1,5,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002016,38,20,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002016,38,30,1,10,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6002016,107,100,1,1,Dasyatididae,Chondrichthyes,Dasyatis brevicaudata,temperate
6002016,942,7.5,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,10,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,12.5,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,20,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,30,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,942,35,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6002016,974,30,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6002016,979,20,1,5,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6002016,979,25,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
